IsCanceled,LeadTime,MarketSegment,DistributionChannel,CustomerType,RequiredCarParkingSpaces
1,20,Online TA,TA/TO,Transient,0
1,176,Online TA,TA/TO,Transient,0
1,2,Online TA,TA/TO,Transient,0
1,144,Online TA,TA/TO,Transient,0
1,171,Online TA,TA/TO,Transient,0
1,21,Online TA,TA/TO,Transient,0
1,123,Online TA,TA/TO,Transient,0
1,5,Direct,Direct,Transient,0
1,160,Online TA,TA/TO,Transient,0
1,64,Corporate,Corporate,Transient,0
1,168,Online TA,TA/TO,Transient,0
1,41,Online TA,TA/TO,Transient,0
1,193,Online TA,TA/TO,Transient,0
1,172,Direct,Direct,Transient,0
1,328,Online TA,TA/TO,Transient,0
1,202,Offline TA/TO,TA/TO,Transient,0
1,2,Direct,Direct,Transient,0
1,2,Direct,Direct,Transient,0
1,2,Direct,Direct,Transient,0
1,19,Online TA,TA/TO,Transient,0
1,147,Online TA,TA/TO,Transient,0
1,347,Direct,Direct,Transient,0
1,178,Offline TA/TO,TA/TO,Transient,0
1,101,Online TA,TA/TO,Transient,0
1,73,Online TA,TA/TO,Transient,0
1,268,Online TA,TA/TO,Transient,0
1,116,Online TA,TA/TO,Transient,0
1,109,Online TA,TA/TO,Transient,0
1,108,Online TA,TA/TO,Transient,0
1,91,Direct,Direct,Transient,0
1,200,Online TA,TA/TO,Transient,0
1,192,Online TA,TA/TO,Transient,0
1,372,Online TA,TA/TO,Transient,0
1,127,Direct,Direct,Transient,0
1,82,Direct,Direct,Transient,0
1,28,Online TA,TA/TO,Transient,0
1,194,Online TA,TA/TO,Transient,0
1,82,Online TA,TA/TO,Transient,0
1,28,Online TA,TA/TO,Transient,0
1,186,Online TA,TA/TO,Transient,0
1,180,Direct,Direct,Transient,0
1,312,Online TA,TA/TO,Transient,0
1,151,Online TA,TA/TO,Transient,0
1,151,Offline TA/TO,TA/TO,Transient,0
1,198,Online TA,TA/TO,Transient,0
1,159,Online TA,TA/TO,Transient,0
1,159,Online TA,TA/TO,Transient,0
1,122,Online TA,TA/TO,Transient,0
1,312,Online TA,TA/TO,Transient,0
1,180,Direct,Direct,Transient,0
1,151,Offline TA/TO,TA/TO,Transient,0
1,159,Online TA,TA/TO,Transient,0
1,151,Offline TA/TO,TA/TO,Transient,0
1,270,Online TA,TA/TO,Transient,0
1,159,Online TA,TA/TO,Transient,0
1,159,Online TA,TA/TO,Transient,0
1,151,Offline TA/TO,TA/TO,Transient,0
1,134,Online TA,TA/TO,Transient,0
1,180,Online TA,TA/TO,Transient,0
1,312,Online TA,TA/TO,Transient,0
1,159,Online TA,TA/TO,Transient,0
1,66,Corporate,Corporate,Transient,0
1,26,Online TA,TA/TO,Transient,0
1,139,Online TA,TA/TO,Transient,0
1,84,Online TA,TA/TO,Transient,0
1,174,Online TA,TA/TO,Transient,0
1,174,Online TA,TA/TO,Transient,0
1,163,Online TA,TA/TO,Transient,0
1,352,Online TA,TA/TO,Transient,0
1,44,Online TA,TA/TO,Transient,0
1,45,Online TA,TA/TO,Transient,0
1,40,Direct,Direct,Transient,0
1,170,Online TA,TA/TO,Transient,0
1,165,Online TA,TA/TO,Transient,0
1,13,Offline TA/TO,TA/TO,Transient,0
1,67,Corporate,Corporate,Transient,0
1,195,Online TA,TA/TO,Transient,0
1,175,Online TA,TA/TO,Transient,0
1,192,Direct,Direct,Transient,0
1,175,Online TA,TA/TO,Transient,0
1,84,Online TA,TA/TO,Transient,0
1,70,Online TA,TA/TO,Transient,0
1,154,Online TA,TA/TO,Transient,0
1,84,Online TA,TA/TO,Transient,0
1,251,Online TA,TA/TO,Transient,0
1,200,Online TA,TA/TO,Transient,0
1,1,Direct,Direct,Transient,0
1,27,Online TA,TA/TO,Transient,0
1,153,Online TA,TA/TO,Transient-Party,0
1,134,Online TA,TA/TO,Transient,0
1,32,Direct,Direct,Transient,0
1,158,Online TA,TA/TO,Transient,0
1,181,Online TA,TA/TO,Transient,0
1,24,Direct,Direct,Transient,0
1,207,Online TA,TA/TO,Transient,0
1,85,Online TA,TA/TO,Transient,0
1,95,Online TA,TA/TO,Transient,0
1,88,Online TA,TA/TO,Transient,0
1,12,Online TA,TA/TO,Transient,0
1,181,Online TA,TA/TO,Transient,0
1,181,Online TA,TA/TO,Transient,0
1,132,Online TA,TA/TO,Transient,0
1,187,Online TA,TA/TO,Transient,0
1,132,Online TA,TA/TO,Transient,0
1,89,Online TA,TA/TO,Transient,0
1,189,Online TA,TA/TO,Transient,0
1,347,Online TA,TA/TO,Transient,0
1,196,Online TA,TA/TO,Transient,0
1,189,Online TA,TA/TO,Transient,0
1,272,Offline TA/TO,TA/TO,Contract,0
1,196,Online TA,TA/TO,Transient,0
1,193,Online TA,TA/TO,Transient,0
1,184,Online TA,TA/TO,Transient,0
1,190,Online TA,TA/TO,Transient,0
1,73,Online TA,TA/TO,Transient,0
1,129,Direct,Direct,Transient,0
1,129,Direct,Direct,Transient,0
1,129,Direct,Direct,Transient,0
1,154,Online TA,TA/TO,Transient-Party,0
1,8,Direct,Direct,Transient,0
1,169,Online TA,TA/TO,Transient,0
1,117,Direct,Direct,Transient,0
1,289,Online TA,TA/TO,Transient,0
1,289,Online TA,TA/TO,Transient,0
1,117,Direct,Direct,Transient,0
1,46,Online TA,TA/TO,Transient,0
1,15,Direct,Direct,Transient,0
1,173,Online TA,TA/TO,Transient,0
1,197,Online TA,TA/TO,Transient,0
1,120,Online TA,TA/TO,Transient,0
1,36,Online TA,TA/TO,Transient,0
1,173,Online TA,TA/TO,Transient,0
1,74,Online TA,TA/TO,Transient,0
1,165,Online TA,TA/TO,Transient,0
1,35,Online TA,TA/TO,Transient,0
1,141,Online TA,TA/TO,Transient,0
1,166,Online TA,TA/TO,Transient,0
1,23,Online TA,TA/TO,Transient-Party,0
1,174,Online TA,TA/TO,Transient,0
1,23,Online TA,TA/TO,Transient-Party,0
1,335,Online TA,TA/TO,Transient,0
1,17,Online TA,TA/TO,Transient,0
1,25,Online TA,TA/TO,Transient,0
1,42,Direct,Direct,Transient,0
1,93,Online TA,TA/TO,Transient,0
1,148,Online TA,TA/TO,Transient,0
1,20,Online TA,TA/TO,Transient,0
1,17,Online TA,TA/TO,Transient,0
1,42,Direct,Direct,Transient,0
1,157,Online TA,TA/TO,Transient,0
1,203,Online TA,TA/TO,Transient,0
1,203,Online TA,TA/TO,Transient,0
1,193,Online TA,TA/TO,Transient,0
1,31,Corporate,Corporate,Transient,0
1,381,Online TA,TA/TO,Transient,0
1,340,Direct,Direct,Transient,0
1,196,Online TA,TA/TO,Transient,0
1,165,Online TA,TA/TO,Transient,0
1,71,Corporate,Corporate,Transient,0
1,198,Online TA,TA/TO,Transient,0
1,279,Offline TA/TO,TA/TO,Contract,0
1,199,Online TA,TA/TO,Transient,0
1,198,Online TA,TA/TO,Transient,0
1,59,Online TA,TA/TO,Transient,0
1,71,Corporate,Corporate,Transient,0
1,198,Online TA,TA/TO,Transient,0
1,191,Online TA,TA/TO,Transient,0
1,167,Direct,Direct,Transient,0
1,300,Online TA,TA/TO,Transient,0
1,18,Online TA,TA/TO,Transient,0
1,33,Online TA,TA/TO,Transient,0
1,19,Online TA,TA/TO,Transient,0
1,318,Online TA,TA/TO,Transient,0
1,50,Online TA,TA/TO,Transient,0
1,0,Direct,Direct,Transient,0
1,203,Online TA,TA/TO,Transient,0
1,203,Online TA,TA/TO,Transient,0
1,18,Online TA,TA/TO,Transient,0
1,16,Direct,Direct,Transient,0
1,16,Direct,Direct,Transient,0
1,18,Online TA,TA/TO,Transient,0
1,17,Online TA,TA/TO,Transient,0
1,4,Online TA,TA/TO,Transient,0
1,318,Online TA,TA/TO,Transient,0
1,25,Online TA,TA/TO,Transient,0
1,261,Online TA,TA/TO,Transient,0
1,69,Direct,Direct,Transient,0
1,69,Online TA,TA/TO,Transient,0
1,33,Online TA,TA/TO,Transient,0
1,129,Online TA,TA/TO,Transient,0
1,292,Online TA,TA/TO,Transient,0
1,205,Online TA,TA/TO,Transient,0
1,128,Online TA,TA/TO,Transient,0
1,141,Online TA,TA/TO,Transient,0
1,19,Online TA,TA/TO,Transient,0
1,60,Online TA,TA/TO,Transient,0
1,43,Online TA,TA/TO,Transient,0
1,42,Direct,Direct,Transient,0
1,116,Online TA,TA/TO,Transient,0
1,67,Online TA,TA/TO,Transient,0
1,52,Direct,Direct,Transient,0
1,239,Online TA,TA/TO,Transient,0
1,239,Online TA,TA/TO,Transient,0
1,23,Online TA,TA/TO,Transient,0
1,20,Online TA,TA/TO,Transient,0
1,173,Online TA,TA/TO,Transient,0
1,172,Online TA,TA/TO,Transient,0
1,147,Online TA,TA/TO,Transient,0
1,335,Online TA,TA/TO,Transient,0
1,358,Online TA,TA/TO,Transient,0
1,231,Online TA,TA/TO,Transient,0
1,335,Online TA,TA/TO,Transient,0
1,191,Online TA,TA/TO,Transient,0
1,247,Online TA,TA/TO,Transient,0
1,56,Online TA,TA/TO,Transient,0
1,137,Online TA,TA/TO,Transient,0
1,56,Online TA,TA/TO,Transient,0
1,247,Online TA,TA/TO,Transient,0
1,60,Online TA,TA/TO,Transient,0
1,306,Online TA,TA/TO,Transient,0
1,237,Online TA,TA/TO,Transient,0
1,38,Online TA,TA/TO,Transient,0
1,137,Online TA,TA/TO,Transient,0
1,358,Online TA,TA/TO,Transient,0
1,342,Online TA,TA/TO,Transient,0
1,343,Online TA,TA/TO,Transient,0
1,158,Offline TA/TO,TA/TO,Transient,0
1,51,Online TA,TA/TO,Transient,0
1,56,Online TA,TA/TO,Transient,0
1,39,Online TA,TA/TO,Transient,0
1,63,Online TA,TA/TO,Transient,0
1,124,Direct,Direct,Transient,0
1,255,Direct,Direct,Transient,0
1,188,Direct,Direct,Transient,0
1,224,Direct,Direct,Transient,0
1,359,Online TA,TA/TO,Transient,0
1,109,Online TA,TA/TO,Transient,0
1,309,Online TA,TA/TO,Transient,0
1,359,Online TA,TA/TO,Transient,0
1,18,Corporate,Corporate,Transient,0
1,18,Corporate,Corporate,Transient,0
1,228,Online TA,TA/TO,Transient,0
1,0,Online TA,TA/TO,Transient,0
1,20,Offline TA/TO,TA/TO,Transient,0
1,2,Online TA,TA/TO,Transient,0
1,2,Online TA,TA/TO,Transient,0
1,39,Direct,Direct,Transient,0
1,125,Online TA,TA/TO,Transient,0
1,170,Online TA,TA/TO,Transient,0
1,125,Online TA,TA/TO,Transient,0
1,20,Online TA,TA/TO,Transient,0
1,142,Direct,Direct,Transient,0
1,75,Online TA,TA/TO,Transient,0
1,172,Online TA,TA/TO,Transient,0
1,211,Online TA,TA/TO,Transient,0
1,134,Online TA,TA/TO,Transient,0
1,172,Online TA,TA/TO,Transient,0
1,164,Online TA,TA/TO,Transient,0
1,181,Online TA,TA/TO,Transient,0
1,357,Online TA,TA/TO,Transient,0
1,167,Online TA,TA/TO,Transient,0
1,329,Online TA,TA/TO,Transient,0
1,23,Online TA,TA/TO,Transient,0
1,26,Online TA,TA/TO,Transient,0
1,189,Direct,Direct,Transient,0
1,254,Online TA,TA/TO,Transient,0
1,130,Online TA,TA/TO,Transient,0
1,189,Direct,Direct,Transient,0
1,343,Online TA,TA/TO,Transient,0
1,172,Online TA,TA/TO,Transient,0
1,172,Online TA,TA/TO,Transient,0
1,122,Online TA,TA/TO,Transient,0
1,78,Online TA,TA/TO,Transient,0
1,67,Online TA,TA/TO,Transient,0
1,69,Online TA,TA/TO,Transient,0
1,198,Online TA,TA/TO,Transient,0
1,98,Online TA,TA/TO,Transient,0
1,159,Online TA,TA/TO,Transient,0
1,298,Online TA,TA/TO,Transient,0
1,298,Online TA,TA/TO,Transient,0
1,334,Online TA,TA/TO,Transient,0
1,334,Online TA,TA/TO,Transient,0
1,195,Online TA,TA/TO,Transient,0
1,181,Online TA,TA/TO,Transient,0
1,176,Online TA,TA/TO,Transient,0
1,136,Online TA,TA/TO,Transient,0
1,28,Online TA,TA/TO,Transient,0
1,242,Online TA,TA/TO,Transient,0
1,27,Online TA,TA/TO,Transient,0
1,215,Online TA,TA/TO,Transient,0
1,176,Offline TA/TO,TA/TO,Transient,0
1,162,Offline TA/TO,TA/TO,Transient,0
1,28,Online TA,TA/TO,Transient,0
1,81,Online TA,TA/TO,Transient,0
1,328,Online TA,TA/TO,Transient,0
1,203,Offline TA/TO,TA/TO,Transient,0
1,358,Online TA,TA/TO,Transient,0
1,352,Online TA,TA/TO,Transient,0
1,378,Online TA,TA/TO,Transient,0
1,300,Online TA,TA/TO,Transient,0
1,15,Online TA,TA/TO,Transient,0
1,205,Online TA,TA/TO,Transient,0
1,205,Online TA,TA/TO,Transient,0
1,231,Online TA,TA/TO,Transient,0
1,231,Online TA,TA/TO,Transient,0
1,231,Online TA,TA/TO,Transient,0
1,248,Direct,Direct,Transient,0
1,310,Online TA,TA/TO,Transient,0
1,78,Online TA,TA/TO,Transient,0
1,187,Offline TA/TO,TA/TO,Transient,0
1,188,Online TA,TA/TO,Transient,0
1,76,Offline TA/TO,TA/TO,Transient,0
1,213,Online TA,TA/TO,Transient,0
1,187,Online TA,TA/TO,Transient,0
1,101,Direct,Direct,Transient,0
1,15,Online TA,TA/TO,Transient,0
1,28,Online TA,TA/TO,Transient,0
1,28,Online TA,TA/TO,Transient,0
1,28,Online TA,TA/TO,Transient,0
1,28,Online TA,TA/TO,Transient,0
1,28,Online TA,TA/TO,Transient,0
1,28,Online TA,TA/TO,Transient,0
1,101,Direct,Direct,Transient,0
1,28,Online TA,TA/TO,Transient,0
1,195,Online TA,TA/TO,Transient,0
1,17,Online TA,TA/TO,Transient,0
1,43,Online TA,TA/TO,Transient,0
1,22,Direct,Direct,Transient,0
1,246,Online TA,TA/TO,Transient,0
1,246,Online TA,TA/TO,Transient,0
1,246,Online TA,TA/TO,Transient,0
1,153,Online TA,TA/TO,Transient,0
1,273,Online TA,TA/TO,Transient,0
1,296,Online TA,TA/TO,Transient,0
1,104,Online TA,TA/TO,Transient,0
1,178,Offline TA/TO,TA/TO,Transient,0
1,83,Online TA,TA/TO,Transient,0
1,83,Online TA,TA/TO,Transient,0
1,29,Online TA,TA/TO,Transient,0
1,304,Online TA,TA/TO,Transient,0
1,304,Online TA,TA/TO,Transient,0
1,28,Online TA,TA/TO,Transient,0
1,42,Direct,Direct,Transient,0
1,42,Direct,Direct,Transient,0
1,113,Online TA,TA/TO,Transient,0
1,304,Online TA,TA/TO,Transient,0
1,304,Online TA,TA/TO,Transient,0
1,353,Online TA,TA/TO,Transient,0
1,24,Online TA,TA/TO,Transient,0
1,34,Online TA,TA/TO,Transient,0
1,40,Online TA,TA/TO,Transient,0
1,93,Online TA,TA/TO,Transient,0
1,304,Online TA,TA/TO,Transient,0
1,312,Online TA,TA/TO,Transient,0
1,214,Online TA,TA/TO,Transient,0
1,51,Direct,Direct,Transient,0
1,312,Online TA,TA/TO,Transient,0
1,165,Online TA,TA/TO,Transient,0
1,166,Online TA,TA/TO,Transient,0
1,178,Direct,Direct,Transient,0
1,91,Online TA,TA/TO,Transient,0
1,91,Online TA,TA/TO,Transient,0
1,319,Online TA,TA/TO,Transient,0
1,95,Online TA,TA/TO,Transient,0
1,302,Online TA,TA/TO,Transient,0
1,302,Online TA,TA/TO,Transient,0
1,144,Online TA,TA/TO,Transient,0
1,163,Online TA,TA/TO,Transient,0
1,8,Online TA,TA/TO,Transient,0
1,10,Online TA,TA/TO,Transient,0
1,167,Online TA,TA/TO,Transient,0
1,16,Online TA,TA/TO,Transient,0
1,180,Online TA,TA/TO,Transient,0
1,11,Online TA,TA/TO,Transient,0
1,20,Online TA,TA/TO,Transient,0
1,341,Online TA,TA/TO,Transient,0
1,20,Online TA,TA/TO,Transient,0
1,16,Online TA,TA/TO,Transient,0
1,3,Online TA,TA/TO,Transient,0
1,333,Online TA,TA/TO,Transient,0
1,25,Online TA,TA/TO,Transient,0
1,119,Online TA,TA/TO,Transient,0
1,333,Online TA,TA/TO,Transient,0
1,142,Online TA,TA/TO,Transient,0
1,238,Online TA,TA/TO,Transient,0
1,328,Direct,Direct,Transient,0
1,45,Online TA,TA/TO,Transient,0
1,328,Online TA,TA/TO,Transient,0
1,38,Online TA,TA/TO,Transient,0
1,210,Online TA,TA/TO,Transient,0
1,141,Online TA,TA/TO,Transient,0
1,98,Online TA,TA/TO,Transient,0
1,31,Online TA,TA/TO,Transient,0
1,45,Online TA,TA/TO,Transient,0
1,208,Online TA,TA/TO,Transient,0
1,208,Online TA,TA/TO,Transient,0
1,208,Online TA,TA/TO,Transient,0
1,143,Online TA,TA/TO,Transient,0
1,209,Online TA,TA/TO,Transient,0
1,128,Online TA,TA/TO,Transient,0
1,33,Direct,Direct,Transient,0
1,145,Online TA,TA/TO,Transient,0
1,33,Direct,Direct,Transient,0
1,128,Online TA,TA/TO,Transient,0
1,123,Online TA,TA/TO,Transient,0
1,126,Online TA,TA/TO,Transient,0
1,128,Online TA,TA/TO,Transient,0
1,142,Online TA,TA/TO,Transient,0
1,126,Online TA,TA/TO,Transient,0
1,172,Offline TA/TO,TA/TO,Transient,0
1,31,Online TA,TA/TO,Transient,0
1,126,Online TA,TA/TO,Transient,0
1,177,Offline TA/TO,TA/TO,Transient,0
1,343,Online TA,TA/TO,Transient,0
1,190,Online TA,TA/TO,Transient,0
1,117,Online TA,TA/TO,Transient,0
1,178,Online TA,TA/TO,Transient,0
1,178,Online TA,TA/TO,Transient,0
1,177,Online TA,TA/TO,Transient,0
1,314,Online TA,TA/TO,Transient,0
1,185,Offline TA/TO,TA/TO,Transient,0
1,177,Online TA,TA/TO,Transient,0
1,194,Online TA,TA/TO,Transient,0
1,96,Online TA,TA/TO,Transient,0
1,157,Online TA,TA/TO,Transient,0
1,310,Online TA,TA/TO,Transient,0
1,113,Offline TA/TO,TA/TO,Transient,0
1,45,Online TA,TA/TO,Transient,0
1,174,Online TA,TA/TO,Transient,0
1,153,Online TA,TA/TO,Transient,0
1,41,Online TA,TA/TO,Transient,0
1,139,Online TA,TA/TO,Transient,0
1,184,Online TA,TA/TO,Transient,0
1,153,Online TA,TA/TO,Transient,0
1,152,Online TA,TA/TO,Transient,0
1,128,Online TA,TA/TO,Transient,0
1,88,Online TA,TA/TO,Transient,0
1,138,Online TA,TA/TO,Transient,0
1,152,Direct,Direct,Transient,0
1,216,Online TA,TA/TO,Transient,0
1,265,Online TA,TA/TO,Transient,0
1,216,Direct,Direct,Transient,0
1,311,Online TA,TA/TO,Transient,0
1,187,Online TA,TA/TO,Transient,0
1,213,Direct,Direct,Transient,0
1,228,Online TA,TA/TO,Transient,0
1,141,Online TA,TA/TO,Transient,0
1,141,Online TA,TA/TO,Transient,0
1,103,Online TA,TA/TO,Transient,0
1,143,Online TA,TA/TO,Transient,0
1,196,Online TA,TA/TO,Transient,0
1,204,Online TA,TA/TO,Transient,0
1,257,Online TA,TA/TO,Transient-Party,0
1,316,Online TA,TA/TO,Transient,0
1,193,Online TA,TA/TO,Transient,0
1,200,Online TA,TA/TO,Transient,0
1,192,Online TA,TA/TO,Transient,0
1,200,Online TA,TA/TO,Transient,0
1,105,Online TA,TA/TO,Transient,0
1,188,Online TA,TA/TO,Transient,0
1,298,Direct,Direct,Transient,0
1,260,Online TA,TA/TO,Transient,0
1,165,Offline TA/TO,TA/TO,Contract,0
1,328,Online TA,TA/TO,Transient,0
1,153,Online TA,TA/TO,Transient,0
1,166,Direct,Direct,Transient,0
1,196,Online TA,TA/TO,Transient,0
1,225,Online TA,TA/TO,Transient,0
1,193,Online TA,TA/TO,Transient,0
1,34,Online TA,TA/TO,Transient,0
1,34,Online TA,TA/TO,Transient,0
1,199,Online TA,TA/TO,Transient,0
1,314,Online TA,TA/TO,Transient,0
1,339,Online TA,TA/TO,Transient,0
1,32,Online TA,TA/TO,Transient,0
1,129,Online TA,TA/TO,Transient,0
1,184,Offline TA/TO,TA/TO,Contract,0
1,239,Direct,Direct,Transient,0
1,198,Online TA,TA/TO,Transient,0
1,116,Direct,Direct,Transient,0
1,28,Offline TA/TO,TA/TO,Contract,0
1,116,Online TA,TA/TO,Transient,0
1,0,Direct,Direct,Transient,0
1,50,Online TA,TA/TO,Transient,0
1,91,Online TA,TA/TO,Transient,0
1,95,Online TA,TA/TO,Transient,0
1,95,Online TA,TA/TO,Transient,0
1,29,Offline TA/TO,TA/TO,Group,0
1,94,Online TA,TA/TO,Transient,0
1,95,Online TA,TA/TO,Transient,0
1,45,Online TA,TA/TO,Transient,0
1,184,Online TA,TA/TO,Transient,0
1,172,Online TA,TA/TO,Transient,0
1,289,Offline TA/TO,TA/TO,Contract,0
1,338,Direct,Direct,Transient,0
1,289,Offline TA/TO,TA/TO,Contract,0
1,199,Direct,Direct,Transient,0
1,47,Online TA,TA/TO,Transient,0
1,11,Online TA,TA/TO,Transient,0
1,106,Online TA,TA/TO,Transient,0
1,311,Online TA,TA/TO,Transient,0
1,262,Online TA,TA/TO,Transient,0
1,184,Online TA,TA/TO,Transient,0
1,98,Online TA,TA/TO,Transient,0
1,87,Online TA,TA/TO,Transient,0
1,210,Online TA,TA/TO,Transient,0
1,238,Online TA,TA/TO,Transient,0
1,88,Online TA,TA/TO,Transient,0
1,311,Online TA,TA/TO,Transient,0
1,11,Online TA,TA/TO,Transient,0
1,306,Online TA,TA/TO,Transient,0
1,306,Online TA,TA/TO,Transient,0
1,311,Online TA,TA/TO,Transient,0
1,305,Online TA,TA/TO,Transient,0
1,161,Online TA,TA/TO,Transient,0
1,301,Online TA,TA/TO,Transient,0
1,306,Online TA,TA/TO,Transient,0
1,327,Online TA,TA/TO,Transient,0
1,201,Offline TA/TO,TA/TO,Transient,0
1,307,Online TA,TA/TO,Transient,0
1,132,Online TA,TA/TO,Transient,0
1,224,Online TA,TA/TO,Transient,0
1,47,Online TA,TA/TO,Transient,0
1,36,Online TA,TA/TO,Transient,0
1,187,Online TA,TA/TO,Transient,0
1,46,Online TA,TA/TO,Transient,0
1,46,Offline TA/TO,TA/TO,Transient,0
1,186,Online TA,TA/TO,Transient,0
1,144,Direct,Direct,Transient,0
1,269,Online TA,TA/TO,Transient,0
1,341,Online TA,TA/TO,Transient,0
1,341,Online TA,TA/TO,Transient,0
1,187,Offline TA/TO,TA/TO,Transient,0
1,187,Offline TA/TO,TA/TO,Transient,0
1,273,Online TA,TA/TO,Transient,0
1,193,Offline TA/TO,TA/TO,Transient,0
1,213,Online TA,TA/TO,Transient,0
1,0,Online TA,TA/TO,Transient,0
1,176,Online TA,TA/TO,Transient,0
1,176,Online TA,TA/TO,Transient,0
1,183,Online TA,TA/TO,Transient,0
1,95,Online TA,TA/TO,Transient,0
1,183,Online TA,TA/TO,Transient,0
1,227,Online TA,TA/TO,Transient,0
1,130,Online TA,TA/TO,Transient,0
1,220,Online TA,TA/TO,Transient,0
1,52,Online TA,TA/TO,Transient,0
1,59,Direct,Direct,Transient,0
1,285,Online TA,TA/TO,Transient,0
1,166,Offline TA/TO,TA/TO,Transient,0
1,309,Online TA,TA/TO,Transient,0
1,300,Online TA,TA/TO,Transient,0
1,285,Online TA,TA/TO,Transient,0
1,102,Online TA,TA/TO,Transient,0
1,216,Direct,Direct,Transient,0
1,291,Offline TA/TO,TA/TO,Contract,0
1,291,Offline TA/TO,TA/TO,Contract,0
1,228,Online TA,TA/TO,Transient,0
1,0,Direct,Direct,Transient,0
1,0,Online TA,TA/TO,Transient,0
1,0,Online TA,TA/TO,Transient,0
1,89,Online TA,TA/TO,Transient,0
1,53,Online TA,TA/TO,Transient,0
1,188,Online TA,TA/TO,Transient,0
1,206,Online TA,TA/TO,Transient,0
1,216,Online TA,TA/TO,Transient,0
1,175,Online TA,TA/TO,Transient,0
1,14,Online TA,TA/TO,Transient,0
1,216,Online TA,TA/TO,Transient,0
1,295,Online TA,TA/TO,Transient,0
1,175,Direct,Direct,Transient,0
1,175,Online TA,TA/TO,Transient,0
1,183,Online TA,TA/TO,Transient,0
1,99,Online TA,TA/TO,Transient,0
1,91,Online TA,TA/TO,Transient,0
1,342,Online TA,TA/TO,Transient,0
1,133,Online TA,TA/TO,Transient,0
1,146,Online TA,TA/TO,Transient,0
1,13,Corporate,Corporate,Transient,0
1,227,Online TA,TA/TO,Transient,0
1,195,Direct,Direct,Transient,0
1,146,Online TA,TA/TO,Transient,0
1,33,Online TA,TA/TO,Transient,0
1,182,Direct,Direct,Transient,0
1,295,Online TA,TA/TO,Transient,0
1,358,Online TA,TA/TO,Transient,0
1,269,Online TA,TA/TO,Transient,0
1,244,Online TA,TA/TO,Transient,0
1,16,Online TA,TA/TO,Transient,0
1,16,Online TA,TA/TO,Transient,0
1,16,Online TA,TA/TO,Transient,0
1,1,Online TA,TA/TO,Transient,0
1,7,Online TA,TA/TO,Transient,0
1,6,Online TA,TA/TO,Transient,0
1,270,Online TA,TA/TO,Transient,0
1,194,Online TA,TA/TO,Transient,0
1,126,Online TA,TA/TO,Transient,0
1,221,Online TA,TA/TO,Transient,0
1,39,Online TA,TA/TO,Transient,0
1,126,Online TA,TA/TO,Transient,0
1,15,Online TA,TA/TO,Transient,0
1,284,Online TA,TA/TO,Transient,0
1,141,Online TA,TA/TO,Transient,0
1,24,Online TA,TA/TO,Transient,0
1,198,Online TA,TA/TO,Transient,0
1,97,Online TA,TA/TO,Transient,0
1,203,Online TA,TA/TO,Transient,0
1,371,Offline TA/TO,TA/TO,Contract,0
1,49,Online TA,TA/TO,Transient-Party,0
1,15,Online TA,TA/TO,Transient,0
1,49,Online TA,TA/TO,Transient-Party,0
1,36,Online TA,TA/TO,Transient,0
1,36,Online TA,TA/TO,Transient,0
1,227,Online TA,TA/TO,Transient,0
1,61,Online TA,TA/TO,Group,0
1,66,Online TA,TA/TO,Transient,0
1,211,Online TA,TA/TO,Transient,0
1,142,Online TA,TA/TO,Transient,0
1,66,Online TA,TA/TO,Transient,0
1,145,Online TA,TA/TO,Transient,0
1,36,Online TA,TA/TO,Transient,0
1,37,Online TA,TA/TO,Transient,0
1,217,Online TA,TA/TO,Transient,0
1,133,Direct,Direct,Transient,0
1,0,Direct,Direct,Transient,0
1,16,Online TA,TA/TO,Transient,0
1,2,Online TA,TA/TO,Transient,0
1,82,Online TA,TA/TO,Transient,0
1,2,Online TA,TA/TO,Transient,0
1,0,Direct,Direct,Transient,0
0,3,Corporate,Corporate,Transient,0
1,129,Online TA,TA/TO,Transient,0
1,13,Direct,Direct,Transient,0
1,184,Online TA,TA/TO,Transient,0
1,77,Online TA,TA/TO,Transient,0
1,40,Online TA,TA/TO,Transient,0
1,69,Online TA,TA/TO,Transient,0
1,168,Online TA,TA/TO,Transient,0
1,40,Online TA,TA/TO,Transient,0
1,187,Online TA,TA/TO,Transient,0
1,177,Online TA,TA/TO,Transient,0
1,149,Online TA,TA/TO,Transient,0
1,40,Online TA,TA/TO,Transient,0
1,212,Online TA,TA/TO,Transient-Party,0
1,247,Offline TA/TO,TA/TO,Contract,0
1,12,Online TA,TA/TO,Transient,0
1,212,Online TA,TA/TO,Transient-Party,0
1,209,Online TA,TA/TO,Transient,0
1,168,Online TA,TA/TO,Transient,0
1,168,Online TA,TA/TO,Transient,0
1,161,Online TA,TA/TO,Transient,0
1,245,Online TA,TA/TO,Transient,0
1,161,Online TA,TA/TO,Transient,0
1,245,Online TA,TA/TO,Transient,0
1,179,Online TA,TA/TO,Transient,0
1,213,Online TA,TA/TO,Transient,0
1,213,Online TA,TA/TO,Transient,0
1,212,Online TA,TA/TO,Transient,0
1,358,Online TA,TA/TO,Transient,0
1,154,Online TA,TA/TO,Transient,0
1,212,Online TA,TA/TO,Transient,0
1,84,Online TA,TA/TO,Transient,0
1,172,Online TA,TA/TO,Transient,0
